"Task <_MainProcess name='MainProcess' parent=None started> 134 11.575836902790225"
"Task <_MainProcess name='MainProcess' parent=None started> 423 20.566963801203133"
"Task <_MainProcess name='MainProcess' parent=None started> 1023 31.984371183438952"
"Task <_MainProcess name='MainProcess' parent=None started> 4500 67.08203932499369"
"Task <_MainProcess name='MainProcess' parent=None started> 4500 67.08203932499369"
"Task <_MainProcess name='MainProcess' parent=None started> 134 11.575836902790225"
"Task <_MainProcess name='MainProcess' parent=None started> 1023 31.984371183438952"
"Task <_MainProcess name='MainProcess' parent=None started> 4500 67.08203932499369"
"Task <_MainProcess name='MainProcess' parent=None started> 1023 31.984371183438952"
"Task <_MainProcess name='MainProcess' parent=None started> 45000 212.13203435596427"
"Task <_MainProcess name='MainProcess' parent=None started> 45000 212.13203435596427"
"Task <_MainProcess name='MainProcess' parent=None started> 45000 212.13203435596427"
"Task <_MainProcess name='MainProcess' parent=None started> 45000 212.13203435596427"
"Task <_MainProcess name='MainProcess' parent=None started> 45000 212.13203435596427"
"Task <_MainProcess name='MainProcess' parent=None started> 45000 212.13203435596427"
"Task <_MainProcess name='MainProcess' parent=None started> 450000 670.820393249937"
"Task <_MainProcess name='MainProcess' parent=None started> 450000 670.820393249937"
"Task <_MainProcess name='MainProcess' parent=None started> 450000 670.820393249937"
"Task <_MainProcess name='MainProcess' parent=None started> 450000 670.820393249937"
"Task <_MainProcess name='MainProcess' parent=None started> 450000 670.820393249937"
"Task <_MainProcess name='MainProcess' parent=None started> 450000 670.820393249937"
"Task <_MainProcess name='MainProcess' parent=None started> 2 1.4142135623730951"
"1"
"Task <_MainProcess name='MainProcess' parent=None started> 21881 147.92227688891217"
"Task <_MainProcess name='MainProcess' parent=None started> 21893 147.96283317103658"
"Task <_MainProcess name='MainProcess' parent=None started> 3 1.7320508075688772"
"Task <_MainProcess name='MainProcess' parent=None started> 102533 320.2077450656058"
"Task <_MainProcess name='MainProcess' parent=None started> 74699 273.31117796387326"
"Task <_MainProcess name='MainProcess' parent=None started> 21929 148.08443537387717"
""
"Task <_MainProcess name='MainProcess' parent=None started> 160507 400.63324874503365"
"ask <_MainProcess name='MainProcess' parent=None started> 102547 320.2296051273211"
"Task <_MainProcess name='MainProcess' parent=None started> 190147 436.0584823163058"
"Task <_MainProcess name='MainProcess' parent=None started> 160541 400.6756793218176"
"Task <_MainProcess name='MainProcess' parent=None started> 21961 148.1924424523734"
""
"<_MainProcess name='MainProcess' parent=None started> 160553 400.6906537467526"
"Task <_MainProcess name='MainProcess' parent=None started> 47699 218.4010073236843"
""
""
"Task <_MainProcess name='MainProcess' parent=None started> 102587 320.2920542255146"
""
"Task <_MainProcess name='MainProcess' parent=None started> 190243 436.16854540418205"
"Task <_MainProcess name='MainProcess' parent=None started> 74747 273.3989758576283"
""
"Task <_MainProcess name='MainProcess' parent=None started> 190249 436.1754234250252"
"ask <_MainProcess name='MainProcess' parent=None started> 31 5.5677643628300215"
"Task <_MainProcess name='MainProcess' parent=None started> 47717 218.44221203787512"
"ask <_MainProcess name='MainProcess' parent=None started> 131441 362.5479278660961"
"Task <_MainProcess name='MainProcess' parent=None started> 41 6.4031242374328485"
"4"
""
"Task <_MainProcess name='MainProcess' parent=None started> 190283 436.21439682798183"
"ask <_MainProcess name='MainProcess' parent=None started> 131449 362.5589607222527
Task <_MainProcess name='MainProcess' parent=None started> 160627 400.78298367071426"
"Task <_MainProcess name='MainProcess' parent=None started> 22037 148.44864431849825"
""
"Task <_MainProcess name='MainProcess' parent=None started> 47 6.855654600401044"
"4"
"Task <_MainProcess name='MainProcess' parent=None started> 53 7.280109889280518"
"71"
""
"Task <_MainProcess name='MainProcess' parent=None started> 190313 436.2487822332574"
""
"Task <_MainProcess name='MainProcess' parent=None started> 22051 148.49579118614776"
"Task <_MainProcess name='MainProcess' parent=None started> 74827 273.54524305862094"
"Task <_MainProcess name='MainProcess' parent=None started> 47791 218.61152760090215"
""
"Task <_MainProcess name='MainProcess' parent=None started> 74831 273.5525543657014"
""
"Task <_MainProcess name='MainProcess' parent=None started> 74843 273.57448711456993"
""
"Task <_MainProcess name='MainProcess' parent=None started> 67 8.18535277187245"
"501"
"Task <_MainProcess name='MainProcess' parent=None started> 131507 362.6389388910132"
""
"Task <_MainProcess name='MainProcess' parent=None started> 22073 148.56984889270097"
"Task <_MainProcess name='MainProcess' parent=None started> 102761 320.5635662392094"
""
"Task <_MainProcess name='MainProcess' parent=None started> 74861 273.6073829413234"
""
"Task <_MainProcess name='MainProcess' parent=None started> 74869 273.6220020393097"
"Task <_MainProcess name='MainProcess' parent=None started> 160687 400.8578301592723"
"Task <_MainProcess name='MainProcess' parent=None started> 83 9.1104335791443"
"918"
""
"Task <_MainProcess name='MainProcess' parent=None started> 47837 218.7167117528974"
"Task <_MainProcess name='MainProcess' parent=None started> 160697 400.8703032153916"
"Task <_MainProcess name='MainProcess' parent=None started> 190369 436.3129610726686"
"Task <_MainProcess name='MainProcess' parent=None started> 131581 362.74095440134687"
"ask <_MainProcess name='MainProcess' parent=None started> 74887 273.6548921543337"
"Task <_MainProcess name='MainProcess' parent=None started> 190391 436.33817160546477"
"Task <_MainProcess name='MainProcess' parent=None started> 160711 400.88776484198Task <_MainProcess name='MainProcess' parent=None started> 22111 148.69767987430066"
"Task <_MainProcess name='MainProcess' parent=None started> 102811 320.64154440745824
Task <_MainProcess name='MainProcess' parent=None started> 101 10.04987562112089"
"5"
"Task <_MainProcess name='MainProcess' parent=None started> 47881 218.8172753691993"
""
"ask <_MainProcess name='MainProcess' parent=None started> 190409 436.35879732165364"
"Task <_MainProcess name='MainProcess' parent=None started> 103 10.14889156509222"
"3"
"Task <_MainProcess name='MainProcess' parent=None started> 160751 400.93765101322174"
"sk <_MainProcess name='MainProcess' parent=None started> 131627 362.80435499039976"
"Task <_MainProcess name='MainProcess' parent=None started> 22147 148.81868162297366"
"Task <_MainProcess name='MainProcess' parent=None started> 190507 436.471075788533Task <_MainProcess name='MainProcess' parent=None started> 131639 362.8208924524606"
"Task <_MainProcess name='MainProcess' parent=None started> 74933 273.73892671668017"
"Task <_MainProcess name='MainProcess' parent=None started> 102871 320.735093184391"
"Task <_MainProcess name='MainProcess' parent=None started> 127 11.269427669584644"
""
""
"Task <_MainProcess name='MainProcess' parent=None started> 190529 436.4962771891646"
"Task <_MainProcess name='MainProcess' parent=None started> 160781 400.9750615686716"
"Task <_MainProcess name='MainProcess' parent=None started> 22157 148.85227576359054"
"Task <_MainProcess name='MainProcess' parent=None started> 131687 362.8870347642638"
"Task <_MainProcess name='MainProcess' parent=None started> 190537 436.50544097410744"
"Task <_MainProcess name='MainProcess' parent=None started> 137 11.704699910719626"
""
"Task <_MainProcess name='MainProcess' parent=None started> 131701 362.9063240011119"
"Task <_MainProcess name='MainProcess' parent=None started> 75013 273.8850123683295"
""
""
"Task <_MainProcess name='MainProcess' parent=None started> 22189 148.95972610071487"
"Task <_MainProcess name='MainProcess' parent=None started> 102929 320.8254977398149"
"ask <_MainProcess name='MainProcess' parent=None started> 131711 362.9201013997434"
"Task <_MainProcess name='MainProcess' parent=None started> 22193 148.9731519435633"
"Task <_MainProcess name='MainProcess' parent=None started> 102931 320.828614683915"
"Task <_MainProcess name='MainProcess' parent=None started> 160829 401.034911198514"
"Task <_MainProcess name='MainProcess' parent=None started> 47977 219.03652663425797"
"Task <_MainProcess name='MainProcess' parent=None started> 160841 401.0498722104272"
"Task <_MainProcess name='MainProcess' parent=None started> 157 12.529964086141668"
""
"Task <_MainProcess name='MainProcess' parent=None started> 47981 219.04565734111233"
"Task <_MainProcess name='MainProcess' parent=None started> 131743 362.96418556105505"
"Task <_MainProcess name='MainProcess' parent=None started> 190607 436.5856158876515"
"Task <_MainProcess name='MainProcess' parent=None started> 48017 219.12781658201223"
"Task <_MainProcess name='MainProcess' parent=None started> 75083 274.0127734248898"
""
"Task <_MainProcess name='MainProcess' parent=None started> 160879 401.09724506657983"
"Task <_MainProcess name='MainProcess' parent=None started> 190613 436.592487338021"
"Task <_MainProcess name='MainProcess' parent=None started> 179 13.379088160259652"
""
"Task <_MainProcess name='MainProcess' parent=None started> 22277 149.25481566770299"
"Task <_MainProcess name='MainProcess' parent=None started> 190633 436.6153913915541"
""
"Task <_MainProcess name='MainProcess' parent=None started> 160903 401.127161882613"
"Task <_MainProcess name='MainProcess' parent=None started> 181 13.45362404707371"
"1"
"Task <_MainProcess name='MainProcess' parent=None started> 190649 436.6337137693332"
""
"ask <_MainProcess name='MainProcess' parent=None started> 191 13.820274961085254"
"Task <_MainProcess name='MainProcess' parent=None started> 103067 321.04049588797983"
"Task <_MainProcess name='MainProcess' parent=None started> 22291 149.30170796075979"
"Task <_MainProcess name='MainProcess' parent=None started> 193 13.892443989449804"
"5"
"Task <_MainProcess name='MainProcess' parent=None started> 131797 363.0385654444993"
"Task <_MainProcess name='MainProcess' parent=None started> 160967 401.20692915252596
Task <_MainProcess name='MainProcess' parent=None started> 190667 436.6543255253519"
""
"Task <_MainProcess name='MainProcess' parent=None started> 48109 219.33763926877666"
"sk <_MainProcess name='MainProcess' parent=None started> 75169 274.16965550549173"
"Task <_MainProcess name='MainProcess' parent=None started> 75181 274.1915388920672TaskTask <_MainProcess name='MainProcess' parent=None started> 22343 149.47575054168485"
"Task <_MainProcess name='MainProcess' parent=None started> 48121 219.36499264923745Task <_MainProcess name='MainProcess' parent=None started> 160997 401.2443146014657"
""
""
"Task <_MainProcess name='MainProcess' parent=None started> 75209 274.2425933366296"
""
"Task <_MainProcess name='MainProcess' parent=None started> 48131 219.38778452776262"
"Task <_MainProcess name='MainProcess' parent=None started> 161009 401.2592678057418"
"Task <_MainProcess name='MainProcess' parent=None started> 48157 219.44703233354514"
"Task <_MainProcess name='MainProcess' parent=None started> 229 15.132745950421556"
""
""
"Task <_MainProcess name='MainProcess' parent=None started> 131893 363.1707587347858"
""
"Task <_MainProcess name='MainProcess' parent=None started> 48163 219.46070263261257"
"Task <_MainProcess name='MainProcess' parent=None started> 22381 149.60280746028798"
""
"Task <_MainProcess name='MainProcess' parent=None started> 161039 401.2966483787274
Task <_MainProcess name='MainProcess' parent=None started> 48179 219.49715260112146"
""
"Task <_MainProcess name='MainProcess' parent=None started> 190763 436.7642384628119"
"sk <_MainProcess name='MainProcess' parent=None started> 131909 363.1927862719743"
"Task <_MainProcess name='MainProcess' parent=None started> 103171 321.20242838434456"
"Task <_MainProcess name='MainProcess' parent=None started> 251 15.84297951775486"
"36"
"Task <_MainProcess name='MainProcess' parent=None started> 190769 436.77110710302253Task <_MainProcess name='MainProcess' parent=None started> 48193 219.52904135899652"
"Task <_MainProcess name='MainProcess' parent=None started> 190783 436.7871335101344"
""
"Task <_MainProcess name='MainProcess' parent=None started> 257 16.0312195418814"
"94"
"Task <_MainProcess name='MainProcess' parent=None started> 131939 363.23408430377236"
"Task <_MainProcess name='MainProcess' parent=None started> 103217 321.2740263388872"
"Task <_MainProcess name='MainProcess' parent=None started> 161071 401.33651715237676"
"Task <_MainProcess name='MainProcess' parent=None started> 131941 363.23683733894615"
"ask <_MainProcess name='MainProcess' parent=None started> 75277 274.3665431498527"
"Task <_MainProcess name='MainProcess' parent=None started> 75289 274.38841083398546"
"Task <_MainProcess name='MainProcess' parent=None started> 161093 401.3639246369808"
""
"Task <_MainProcess name='MainProcess' parent=None started> 103289 321.38606068092"
"4"
"Task <_MainProcess name='MainProcess' parent=None started> 75323 274.4503598102943"
""
"ask <_MainProcess name='MainProcess' parent=None started> 103291 321.38917218848553"
"Task <_MainProcess name='MainProcess' parent=None started> 75329 274.4612905311057"
